ftrt,ctrt,time,wbio,cbio,pbic,amac,edta,unavp,porg,ptot,caco3,inorgcarbon,sph2,amm,nit,pmn,pmc,rate2,seed2
IFERT ,B,1,3.46,40.68,7.580111247,58.13957626,157.1984436,91.47875609,224.2515564,381.45,5.270360697,0.632443284,8.31,2.448125,12.74122088,0.594481326,213.6340459,3,5
IFERT ,B,1,0.71,30.04,18.83028695,87.14326389,149.7568093,43.78325846,289.6931907,439.45,5.345910592,0.641509271,8.17,2.402793615,13.58404171,4.229228211,81.99174566,2,5
IFERT ,B,1,3.71,31.22,12.57848968,62.85526784,183.2684825,107.834725,214.2815175,397.55,3.802534159,0.456304099,8.16,4.636100386,12.34823621,0.536048274,217.6373253,4,4
IFERT ,B,2,2.46,13.3,24.26199721,50.68092953,140.7436202,65.80069346,195.2813798,336.025,,,,2.52596054,15.97139976,10.4308611,66.68675502,,
IFERT ,B,2,3.02,19.92,22.69700816,52.62832689,139.8289582,64.50362315,212.9460418,352.775,,,,2.008835759,10.6290824,12.71618625,72.3450101,,
IFERT ,B,2,3.63,17.24,22.72500996,49.31323869,126.3376932,54.29944455,233.3873068,359.725,,,,3.247711089,10.36613588,9.983144205,33.53618884,,
IFERT ,B,2,2.38,11.12,24.53519988,50.53921247,150.8917955,75.81738315,193.1332045,344.025,,,,2.054507338,15.68950819,12.41344321,108.646367,,
IFERT ,BO,1,2.3,30.17,8.91957955,72.83305346,241.2451362,159.4925032,133.6548638,374.9,0.996395191,0.119567423,8.14,3.61914324,3.158010466,8.738455756,80.56701375,3,8
IFERT ,BO,1,1.26,22.63,14.6302135,68.53682982,243.7256809,160.5586376,173.7243191,417.45,0.985602349,0.118272282,7.99,0.780110497,41.17099875,8.351686258,171.3646646,2,9
IFERT ,BO,1,0.81,41.55,14.35413988,72.01892889,240.1264591,153.7533903,168.0235409,408.15,1.104323613,0.132518834,8.03,1.683779762,26.27480801,17.00508068,79.29281874,4,8
IFERT ,BO,1,0.64,35.85,13.34186994,68.05129769,206.9552529,125.5620853,91.34474708,298.3,1.352558983,0.162307078,8.13,3.967707212,9.646554869,8.88740559,390.6853285,1,10
IFERT ,BO,2,1.45,12.6,21.92851454,52.19094353,140.725327,66.60586893,192.949673,333.675,,,,6.488095238,25.14094926,7.35004097,92.02252397,,
IFERT ,BO,2,2.95,23.79,22.83641975,51.78374656,145.2025976,70.58243129,211.8724024,357.075,,,,3.69047619,15.90703888,12.52322473,61.26703105,,
IFERT ,BO,2,1.29,22.59,22.31836665,51.78270803,149.8810939,75.78001922,196.9939061,346.875,,,,0.578465063,28.21870469,31.85683145,139.5024545,,
IFERT ,BO,2,2.5,22.26,22.02748383,53.58645984,163.3100476,87.69610393,175.7149524,339.025,,,,1.928499496,42.01876901,10.82802498,105.2216928,,
IFERT ,F,1,0.34,18.49,12.4143344,77.07075053,189.3968872,99.91180227,224.1031128,413.5,3.327649103,0.399317892,7.99,3.941401972,33.77914214,3.322138795,96.05058727,4,4
IFERT ,F,1,0.5,15.2,15.44225825,78.65677966,226.1673152,132.0682773,181.5326848,407.7,1.050359402,0.126043128,8.14,5.714614499,25.53971231,4.51660593,107.2929725,1,10
IFERT ,F,1,5.08,15.41,15.89872918,75.85737008,175.9727626,84.21666334,276.1272374,452.1,5.076089537,0.609130744,8.08,2.153290993,5.090260247,11.51951399,183.2630437,1,8
IFERT ,F,1,2.73,36.09,13.71781251,79.06578431,149.1245136,56.34091678,264.8754864,414,4.147905109,0.497748613,8.03,1.883587786,18.64879708,3.348017178,75.88883766,2,6
IFERT ,F,2,0.93,49.94,30.35802469,52.26584022,148.0380499,65.41418499,185.4869501,333.525,,,,4.829952267,75.2968966,30.26354046,169.8225644,,
IFERT ,F,2,1.63,55.91,25.38947678,51.85103196,148.746913,71.50640426,205.678087,354.425,,,,3.517200474,31.23885551,12.15376784,54.13121914,,
IFERT ,F,2,2.57,0,49.33984911,63.8623792,149.1280222,35.92579389,228.8969778,378.025,,,,4.156219865,32.36230852,19.97563941,171.7647197,,
IFERT ,F,2,0.5,13.66,35.98230287,57.01951702,152.4055611,59.40374121,234.1694389,386.575,,,,4.523411371,28.96173143,33.6483697,112.2646208,,
IFERT ,FLW,1,0.54,0,-6.254244581,84.0134732,318.4824903,240.7232617,2.117509728,320.6,1.827444039,0.219293285,8.14,3.31155914,28.83778137,3.205013838,62.41335174,2,7
IFERT ,FLW,1,0.29,0,18.87356728,34.13761452,196.2548638,143.243682,204.7451362,401,0.586267188,0.070352063,8.23,1.394613583,39.89496332,1.221438958,86.45100168,2,8
IFERT ,FLW,1,0.36,0,30.67317168,65.48231899,174.4649805,78.30948983,138.3350195,312.8,.,.,8.22,1.750525762,29.90521464,4.173229019,47.16927082,2,5
IFERT ,FLW,1,1.18,0,-1.254434057,33.43852223,253.6964981,221.5124099,146.3535019,400.05,0.704988452,0.084598614,8.25,2.342075893,14.72377838,3.882444958,84.19129434,2,4
IFERT ,FLW,2,2.34,0,28.05555556,52.23140496,148.5182475,68.23128698,222.8567525,371.375,,,,1.94568869,9.32791143,1.957941781,106.0552284,,
IFERT ,FLW,2,1.85,0,28.40123457,56.33608815,118.1629013,33.42557858,263.3120987,381.475,,,,2.22445465,9.715936779,21.30926413,97.00358344,,
IFERT ,FLW,2,1.21,0,26.35185185,52.93732782,129.5390103,50.24983063,230.6859897,360.225,,,,2.338709677,25.02675178,8.711949469,84.60316112,,
IFERT ,FLW,2,1.02,0,27.4845679,49.57988981,216.693916,139.6294583,135.831084,352.525,,,,2.839539978,6.885107898,20.01208396,185.4063005,,
IFERT ,FO,1,1.36,8.47,15.10567362,60.36615792,264.8832685,189.411437,136.8667315,401.75,5.011332484,0.601359898,8.07,2.133826879,22.51251534,9.453078601,80.07837354,2,12
IFERT ,FO,1,0.64,24.2,14.7887002,37.20774693,277.1400778,225.1436307,141.3099222,418.45,1.148574266,0.137828912,8.15,2.951255981,26.41567435,38.87060306,100.0808426,2,7
IFERT ,FO,1,3.02,19.99,11.70587812,36.99195488,259.7276265,211.0297935,68.97237354,328.7,0.694195609,0.083303473,8.07,2.493172269,72.25285897,11.78727,70.39487671,4,6
IFERT ,FO,1,0.57,36.03,13.32062306,40.0044871,291.3424125,238.0173023,91.95758755,383.3,0.877673927,0.105320871,8.02,3.030871671,47.7339587,54.1589896,111.1282454,2,8
IFERT ,FO,2,3.37,46.36,22.79938272,49.54545455,174.4574911,102.1126538,156.0175089,330.475,,,,6.641104294,51.05382931,11.58028558,91.99279,,
IFERT ,FO,2,1.57,50.17,24.71002589,53.37465565,168.0786762,89.99399466,156.8963238,324.975,,,,2.685698448,42.80666873,4.68784029,175.5149812,,
IFERT ,FO,2,2.06,0.14,31.6140233,56.832067,155.6068783,67.160788,181.9681217,337.575,,,,11.90201005,58.19343253,26.377647,310.4482875,,
IFERT ,FO,2,1.77,61.16,22.67283951,50.21349862,163.7336504,90.84731227,175.5913496,339.325,,,,2.723651961,56.49759657,13.17956769,107.9037354,,
IFERT ,O,1,1.61,17.54,13.65187782,63.96916673,199.4649805,121.843936,105.2850195,304.75,4.946575431,0.593589052,8.08,1.564622125,23.22762817,6.695561006,69.66872136,1,8
IFERT ,O,1,3.73,20.04,8.065796319,77.7193825,209.5817121,123.7965333,119.2682879,328.85,5.410667645,0.649280117,8.2,2.869386637,15.18097227,49.58673306,234.6938085,2,5
IFERT ,O,1,1.66,18.68,10.64759591,75.68248946,242.7042802,156.3741948,167.0457198,409.75,5.065296695,0.607835603,8.33,1.742237687,24.5344837,9.338948426,80.29689594,3,5
IFERT ,O,1,0.73,8.06,11.45067355,68.30914041,222.2276265,142.4678125,140.5223735,362.75,1.924579619,0.230949554,8.33,3.082159624,31.11704966,2.701546596,78.93571648,1,10
IFERT ,O,2,1.98,15.83,22.80246914,47.85812672,170.5558859,99.89529004,142.6191141,313.175,,,,1.355168269,4.515159303,3.02105619,102.4269068,,
IFERT ,O,2,1.14,10.74,21.91358025,48.78787879,198.5731272,127.8716682,123.3518728,321.925,,,,1.821130677,8.336735651,10.29561283,76.41207794,,
IFERT ,O,2,1.58,2.68,22.4691358,47.45867769,183.8287753,113.9009618,128.4962247,312.325,,,,1.875,6.408100039,3.826955564,106.8682575,,
IFERT ,O,2,2.5,0,24.14327356,52.82806419,157.1503704,80.17903265,183.1246296,340.275,,,,2.456896552,10.03124822,9.900756757,39.31730684,,
IFERT ,R,1,6.19,27.37,9.651185764,51.94898867,147.7140078,86.11383337,253.6359922,401.35,0.8452954,0.101435448,8.26,1.841566265,10.44631925,28.22144617,96.58800968,4,3
IFERT ,R,1,2.97,10.34,14.36167128,57.91135163,111.8677043,39.59468139,228.6822957,340.55,1.892201092,0.227064131,8.22,3.475526642,38.7837109,19.3668499,207.9526373,4,4
IFERT ,R,1,2.28,8.82,16.31733006,52.87719274,144.2607004,75.0661776,221.6892996,365.95,1.330973299,0.159716796,8.16,3.399211712,42.29206954,3.468701339,34.02506706,4,4
IFERT ,R,1,7.97,29.3,10.98599512,58.76170522,161.7217899,91.97408956,213.9782101,375.7,1.946165303,0.233539836,8.18,3.996411483,14.09937065,4.568526571,97.34271762,2,6
IFERT ,R,2,1.61,18.33,21.71516755,45.37733941,167.7764566,100.6839496,126.2985434,294.075,,,,2.240153173,12.04359332,4.488965898,80.4274792,,
IFERT ,R,2,1.46,20.04,25.29495221,45.793344,189.8335315,118.7452353,91.99146849,281.825,,,,1.194779116,7.942724231,6.592189853,39.19790294,,
IFERT ,R,2,1.63,18.69,22.09341398,44.70335688,123.1363761,56.33960524,166.2386239,289.375,,,,3.972457627,15.99864579,6.241866749,39.9017938,,
IFERT ,R,2,3.83,21.26,25.55941358,46.67505332,148.8703924,76.6359255,144.5046076,293.375,,,,NA,6.644371265,9.25305048,163.6951443,,
IFERT ,RO,1,0.78,22.01,12.04841391,68.35046395,134.7762646,54.37738674,261.1737354,395.95,4.74151143,0.568981372,8.17,2.188668224,8.825469437,30.53857378,112.6940675,4,5
IFERT ,RO,1,4.23,25.87,16.51160409,67.32545169,122.7140078,38.87695202,236.2359922,358.95,5.227189328,0.627262719,8.16,3.278588098,15.83423467,41.30079268,378.1653056,1,10
IFERT ,RO,1,5.82,0,10.45332188,70.57704561,149.3190661,68.28869861,323.2809339,472.6,4.89261122,0.587113346,8.23,3.066970091,22.52046598,14.22597421,-6.415231825,2,5
IFERT ,RO,1,2.67,20.61,8.465833828,67.08726012,149.4163424,73.86324845,195.1336576,344.55,4.763097114,0.571571654,8.24,1.939511323,27.59799696,32.32655197,131.1392396,2,6
IFERT ,RO,2,0.5,17.78,23.86063819,49.94501466,140.5469679,66.74131505,191.9780321,332.525,,,,4.360812425,29.45269887,14.33381454,91.84207404,,
IFERT ,RO,2,3.17,17.73,21.37654321,52.58264463,129.9915775,56.03238966,212.6334225,342.625,,,,2.503004808,19.39842426,9.367954911,49.2610744,,
IFERT ,RO,2,2.52,20.08,25.90388007,55.32188771,119.4634364,38.23766862,167.0115636,286.475,,,,1.378391473,29.79163749,28.99761849,96.03112092,,
IFERT ,RO,2,1.58,16.5,20.91975309,50.74380165,121.8167856,50.15323086,160.6582144,282.475,,,,1.740139211,14.75384649,15.04754874,45.18505969,,
